OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4649,1,None
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4649,1,None
OTU1973,US,0.9546,BOLD:AAE1749.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4649,4,BOLD:AAE1749
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4649,1,None
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4650,31,BOLD:AAL8071
MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4650,21,BOLD:AAA4507
OTU129_suspect_mock_chimera,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,pomp.4650,68,BOLD:AAB7261
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4650,35,BOLD:AAA7515
OTU267,GS,100.0,BOLD:ABY8347.1,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,pomp.4650,37,BOLD:ABY8347
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4650,1,None
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4651,610,BOLD:AAA2052
OTU99_suspect_mock_chimera,GS,100.0,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,pomp.4651,497,BOLD:ABW0392
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4651,28,BOLD:AAE9808
OTU132_suspect_mock_chimera,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4651,233,BOLD:AAB4363
OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4651,34,BOLD:ABA4438
OTU259_suspect_mock_chimera,GS,99.4,BOLD:AAG7673.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dusona,Dusona vitticollis,pomp.4651,152,BOLD:AAG7673
OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4651,7,None
OTU488,US,1.0000,BOLD:ACK3774.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4651,27,BOLD:ACK3774
OTU500_suspect_mock_chimera,GS,100.0,BOLD:AAB9405.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips grisea,pomp.4651,133,BOLD:AAB9405
OTU618_suspect_mock_chimera,GS,100.0,BOLD:AAM7567.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus similis,pomp.4651,16,BOLD:AAM7567
OTU650_suspect_mock_chimera,GS,99.4,BOLD:AAF9772.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,NA,pomp.4651,8,BOLD:AAF9772
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4651,1,BOLD:ACB3721
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4651,4,BOLD:ACB2438
OTU774,US,0.2061,BOLD:ACA1209.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4651,27,BOLD:ACA1209
OTU1077_suspect_mock_chimera,GS,100.0,BOLD:AAG5457.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4651,29,BOLD:AAG5457
OTU1380_suspect_mock_variant,SS,0.6300,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4651,18,BOLD:AAA1517
MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4652,44,BOLD:AAA8810
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4652,1147,BOLD:AAA2052
OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,pomp.4652,495,BOLD:AAD6926
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4652,47,BOLD:ACF7919
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4652,82,None
OTU226_suspect_mock_chimera,GS,100.0,BOLD:AAA3678.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche morosa,pomp.4652,134,BOLD:AAA3678
OTU282_suspect_mock_chimera,GS,100.0,BOLD:ADC3363.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,pomp.4652,85,BOLD:ADC3363
OTU409,GS,100.0,BOLD:AAD2111.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,pomp.4652,7,BOLD:AAD2111
OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4652,26,BOLD:AAB3917
OTU715_suspect_mock_chimera,GSL,98.9,BOLD:ACE8773.7,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Acrobasis,NA,pomp.4652,73,BOLD:ACE8773
OTU811,GS,100.0,BOLD:ACE7683.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Mecaphesa,Mecaphesa asperata,pomp.4652,17,BOLD:ACE7683
OTU1023_suspect_mock_chimera,GS,100.0,BOLD:AAC3243.2,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche phalerata,pomp.4652,1,BOLD:AAC3243
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4652,1,None
OTU1655_suspect_mock_chimera,GS,99.4,BOLD:AAA4505.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus,Crambus agitatellus,pomp.4652,9,BOLD:AAA4505
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4652,1,None
OTU99_suspect_mock_chimera,GS,100.0,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,pomp.4653,1550,BOLD:ABW0392
OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAB7737.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Donacaula,Donacaula melinella CS,pomp.4653,619,BOLD:AAB7737
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4653,6,BOLD:AAA6261
OTU232_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4653,12,BOLD:ACE2171
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4653,11,BOLD:AAI1345
OTU360_suspect_mock_chimera,GS,100.0,BOLD:AAA3773.2,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Heterocampa,Heterocampa guttivitta,pomp.4653,153,BOLD:AAA3773
OTU882_suspect_mock_chimera,GS,99.4,BOLD:AAA5644.3,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala lineella,pomp.4653,158,BOLD:AAA5644
OTU1037_suspect_mock_chimera,GS,100.0,BOLD:ABA7674.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4653,1,BOLD:ABA7674
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4653,1,None
OTU1345_suspect_mock_chimera,GS,98.9,BOLD:AAF6259.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,pomp.4653,2,BOLD:AAF6259
OTU1418_suspect_mock_chimera,SS,0.4200,BOLD:AAO2118.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,pomp.4653,3,BOLD:AAO2118
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4653,1,None
OTU1690_suspect_mock_chimera,GS,100.0,BOLD:AAG6871.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus subsimilis,pomp.4653,1,BOLD:AAG6871
OTU562_suspect_mock_chimera,GS,100.0,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,pomp.4654,31,BOLD:AAA8153
OTU851_suspect_mock_chimera,GS,100.0,BOLD:ACV2101.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus catenatus,pomp.4654,14,BOLD:ACV2101
OTU983_suspect_mock_chimera,GS,99.4,BOLD:AAL0863.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,NA,pomp.4654,11,BOLD:AAL0863
OTU1390_suspect_mock_chimera,SS,0.1800,BOLD:AAC5603.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4654,9,BOLD:AAC5603
MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4655,17,BOLD:AAI4346
OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4655,15,BOLD:AAC3145
OTU391_suspect_mock_chimera,GS,100.0,BOLD:AAB5696.5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,pomp.4655,40,BOLD:AAB5696
OTU481_suspect_mock_chimera,GS,98.3,BOLD:AAR9607.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes enervata,pomp.4655,37,BOLD:AAR9607
OTU671_suspect_mock_chimera,GS,99.4,BOLD:AAG2647.3,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,pomp.4655,34,BOLD:AAG2647
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4656,226,BOLD:AAA2052
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4656,27,BOLD:AAA7515
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4656,29,BOLD:AAA6261
OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4656,29,BOLD:AAC3145
OTU304_suspect_mock_chimera,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,pomp.4656,71,BOLD:AAA7551
OTU1067_suspect_mock_chimera,SS,0.6600,BOLD:AAG3920.5,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4656,34,BOLD:AAG3920
OTU1093_suspect_mock_chimera,GS,98.9,BOLD:AAF6768.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4656,8,BOLD:AAF6768
OTU1385,US,0.2259,BOLD:AAG9113.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4656,1,BOLD:AAG9113
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4657,52,BOLD:AAA6261
OTU210_suspect_mock_chimera,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,pomp.4657,35,BOLD:AAO2062
OTU232_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4657,73,BOLD:ACE2171
OTU394_suspect_mock_chimera,GS,99.4,BOLD:AAA7515.8,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4657,52,BOLD:AAA7515
OTU481_suspect_mock_chimera,GS,98.3,BOLD:AAR9607.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes enervata,pomp.4657,109,BOLD:AAR9607
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4659,51,BOLD:AAA0399
MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4659,67,BOLD:AAK9206
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4659,1417,BOLD:AAA2052
OTU36_suspect_mock_variant,GS,100.0,BOLD:AAA8525.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra pyramidoides,pomp.4659,2828,BOLD:AAA8525
OTU132_suspect_mock_chimera,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,pomp.4659,501,BOLD:AAB4363
OTU156_suspect_mock_chimera,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,pomp.4659,25,BOLD:AAA7515
OTU175,US,0.2833,BOLD:AAY7944.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4659,148,BOLD:AAY7944
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4659,67,None
OTU253,GS,100.0,BOLD:AAG2878.11,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4659,207,BOLD:AAG2878
OTU260_suspect_mock_chimera,GS,100.0,BOLD:AAA7700.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,Elaphria alapallida,pomp.4659,418,BOLD:AAA7700
OTU408,US,1.0000,BOLD:ACN9645.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4659,32,BOLD:ACN9645
OTU454_suspect_mock_chimera,SS,0.4200,BOLD:ABX4893.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4659,140,BOLD:ABX4893
OTU498_suspect_mock_chimera,GS,100.0,BOLD:AAA3997.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cladara,Cladara limitaria,pomp.4659,5,BOLD:AAA3997
OTU856_suspect_mock_chimera,GS,100.0,BOLD:AAV0892.2,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Isomira,Isomira sericea,pomp.4659,9,BOLD:AAV0892
OTU1137_suspect_mock_chimera,GS,100.0,BOLD:AAA4056.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypagyrtis,Hypagyrtis piniata,pomp.4659,30,BOLD:AAA4056
OTU1185,GS,100.0,BOLD:AAD4718.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus fraternus,pomp.4659,1,BOLD:AAD4718
OTU1208_suspect_mock_variant,GS,97.8,BOLD:AAI4043.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4659,26,BOLD:AAI4043
OTU1408_suspect_mock_chimera,GS,98.9,BOLD:ABA5202.4,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,pomp.4659,33,BOLD:ABA5202
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4659,1,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4659,1,None
OTU1973,US,0.9546,BOLD:AAE1749.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4659,4,BOLD:AAE1749
OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4660,1840,BOLD:AAA5695
OTU70_suspect_mock_chimera,GS,100.0,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,pomp.4660,194,BOLD:AAA2247
OTU100_suspect_mock_chimera,GS,100.0,BOLD:AAB1667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,pomp.4660,94,BOLD:AAB1667
OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4660,520,BOLD:AAG2878
OTU143_suspect_mock_chimera,GS,100.0,BOLD:AAB4103.6,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Hyperaeschra,Hyperaeschra georgica,pomp.4660,338,BOLD:AAB4103
OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4660,336,BOLD:AAI2836
OTU146_suspect_mock_chimera,GS,99.4,BOLD:AAF7182.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix thelmae,pomp.4660,703,BOLD:AAF7182
OTU172_suspect_mock_chimera,GS,100.0,BOLD:AAA3892.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche campyla,pomp.4660,628,BOLD:AAA3892
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4660,47,BOLD:AAA6261
OTU206_suspect_mock_chimera,GS,100.0,BOLD:AAG6831.6,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,NA,pomp.4660,766,BOLD:AAG6831
OTU212_suspect_mock_variant,GS,100.0,BOLD:AAA4183.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis spiraecola,pomp.4660,103,BOLD:AAA4183
OTU215_suspect_mock_chimera,GS,100.0,BOLD:AAA2279.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Nadata,Nadata gibbosa,pomp.4660,326,BOLD:AAA2279
OTU228_suspect_mock_chimera,GS,100.0,BOLD:AAA4335.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Semioscopis,Semioscopis inornata,pomp.4660,67,BOLD:AAA4335
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4660,19,BOLD:AAG0758
OTU264_suspect_mock_chimera,GS,100.0,BOLD:AAM6227.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4660,270,BOLD:AAM6227
OTU267,GS,100.0,BOLD:ABY8347.1,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,pomp.4660,16,BOLD:ABY8347
OTU280_suspect_mock_chimera,GS,100.0,BOLD:AAD8837.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Filatima,Filatima nr pseudacaciella,pomp.4660,189,BOLD:AAD8837
OTU283_suspect_mock_variant,GS,100.0,BOLD:AAP5530.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gelechia,Gelechia albisparsella,pomp.4660,60,BOLD:AAP5530
OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4660,20,BOLD:AAF0031
OTU328_suspect_mock_chimera,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,pomp.4660,8,BOLD:ACB9565
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4660,4,None
OTU393_suspect_mock_chimera,GS,100.0,BOLD:AAB6549.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia ocellinata,pomp.4660,41,BOLD:AAB6549
OTU419_suspect_mock_variant,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,pomp.4660,11,BOLD:AAB1787
OTU431_suspect_mock_chimera,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4660,16,BOLD:ABX3627
OTU520_suspect_mock_chimera,GS,100.0,BOLD:AAF7112.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Grapholita,Grapholita eclipsana,pomp.4660,49,BOLD:AAF7112
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4660,80,BOLD:ABW4215
OTU560_suspect_mock_chimera,GS,100.0,BOLD:ABZ0710.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4660,31,BOLD:ABZ0710
OTU624_suspect_mock_chimera,US,0.9844,BOLD:ACD3564.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4660,29,BOLD:ACD3564
OTU696_suspect_mock_chimera,GS,98.9,BOLD:AAF9035.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,pomp.4660,5,BOLD:AAF9035
OTU802_suspect_mock_chimera,GS,100.0,BOLD:AAA3933.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Palthis,Palthis angulalis,pomp.4660,13,BOLD:AAA3933
OTU884_suspect_mock_chimera,GS,98.9,BOLD:AAA8034.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4660,49,BOLD:AAA8034
OTU905_suspect_mock_chimera,GS,100.0,BOLD:AAC1347.1,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Paectes,Paectes oculatrix,pomp.4660,5,BOLD:AAC1347
OTU955_suspect_mock_chimera,GS,100.0,BOLD:AAF3428.2,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus similis,pomp.4660,20,BOLD:AAF3428
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4660,3,None
OTU1209_suspect_mock_chimera,GS,100.0,BOLD:AAP2550.1,Animalia,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,NA,pomp.4660,16,BOLD:AAP2550
OTU1458_suspect_mock_chimera,GS,100.0,BOLD:AAF3315.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes pereyra,pomp.4660,3,BOLD:AAF3315
OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4660,1,None
OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4660,1,None
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4660,2,None
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4660,2,None
MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4661,136,BOLD:AAA8810
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4661,87,BOLD:AAA0399
OTU55,US,0.1429,BOLD:ABW7507.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4661,5068,BOLD:ABW7507
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4661,78,BOLD:ACF7919
OTU68,US,0.2259,BOLD:ACX0589.1,Animalia,Arthropoda,Insecta,Odonata,NA,NA,NA,pomp.4661,4591,BOLD:ACX0589
OTU110,US,0.0000,BOLD:AAL6156.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4661,499,BOLD:AAL6156
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4661,30,BOLD:AAE9808
OTU130_suspect_mock_chimera,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,pomp.4661,143,BOLD:AAH3593
OTU155,US,1.0000,None,Animalia,Arthropoda,Insecta,Orthoptera,NA,NA,NA,pomp.4661,285,None
OTU175,US,0.2833,BOLD:AAY7944.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4661,550,BOLD:AAY7944
OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4661,45,BOLD:AAK4381
OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4661,139,BOLD:ABA4438
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4661,4,None
