SampleID	OTUid	TaxMethod	AlignScore	BOLDid	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	CountReads	BOLDalt	DateSampled	BirdSpecies
OahuBird.362	OTU77_suspect_mock_chimera	SS	0.96	BOLD:ACE9296.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	1961	BOLD:ACE9296	3/21/02	RBLE
OahuBird.362	OTU91_suspect_mock_chimera	GSL	97.2	BOLD:AAA7002.1	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	NA	NA	18093	BOLD:AAA7002	3/21/02	RBLE
OahuBird.362	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	104	BOLD:AAB5414	3/21/02	RBLE
OahuBird.362	OTU981_suspect_mock_chimera	SS	1	BOLD:AAF1364.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	87	BOLD:AAF1364	3/21/02	RBLE
OahuBird.363	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	66	BOLD:AAB5414	3/22/02	RBLE
OahuBird.364	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	2642	BOLD:AAO8357	3/22/02	RBLE
OahuBird.364	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	65	BOLD:AAB8595	3/22/02	RBLE
OahuBird.364	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	75	BOLD:AAB5414	3/22/02	RBLE
OahuBird.365	OTU1182_suspect_mock_chimera	US	0.9919	BOLD:AAM7749.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	54	BOLD:AAM7749	4/10/02	JABW
OahuBird.365	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	192	BOLD:ACQ6990	4/10/02	JABW
OahuBird.365	OTU134_suspect_mock_chimera	GS	99.4	BOLD:AAF9055.2	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera septemtrionis	64	BOLD:AAF9055	4/10/02	JABW
OahuBird.365	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	308	BOLD:ACA9904	4/10/02	JABW
OahuBird.365	OTU1425_suspect_mock_chimera	GS	99.4	BOLD:ACN0565.2	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Nematus	Nematus oligospilus	60	BOLD:ACN0565	4/10/02	JABW
OahuBird.365	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	101	BOLD:AAH2433	4/10/02	JABW
OahuBird.365	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	287	BOLD:AAO8357	4/10/02	JABW
OahuBird.365	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	457	BOLD:AAB6784	4/10/02	JABW
OahuBird.365	OTU174_suspect_mock_chimera	GS	100	BOLD:AAA3067.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucopina	Eucopina cocana	95	BOLD:AAA3067	4/10/02	JABW
OahuBird.365	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	279	BOLD:AAB8595	4/10/02	JABW
OahuBird.365	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	331	BOLD:AAO8357	4/10/02	JABW
OahuBird.365	OTU189_suspect_mock_chimera	GS	100	BOLD:ABW5810.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Euphylidorea	Euphylidorea luteola	96	BOLD:ABW5810	4/10/02	JABW
OahuBird.365	OTU192_suspect_mock_chimera	GS	100	BOLD:AAB0300.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinx	Sphinx kalmiae	251	BOLD:AAB0300	4/10/02	JABW
OahuBird.365	OTU197_suspect_mock_chimera	GS	100	BOLD:ABY0004.3	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	155	BOLD:ABY0004	4/10/02	JABW
OahuBird.365	OTU1990_suspect_mock_chimera	GS	97.2	BOLD:AAM7760.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	62	BOLD:AAM7760	4/10/02	JABW
OahuBird.365	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	129	BOLD:AAI3614	4/10/02	JABW
OahuBird.365	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	255	BOLD:AAK8834	4/10/02	JABW
OahuBird.365	OTU209_suspect_mock_chimera	GS	100	BOLD:ACU1373.1	Animalia	Arthropoda	Insecta	Coleoptera	Psephenidae	Ectopria	Ectopria thoracica	182	BOLD:ACU1373	4/10/02	JABW
OahuBird.365	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	166	BOLD:AAG3622	4/10/02	JABW
OahuBird.365	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	170	BOLD:AAC0442	4/10/02	JABW
OahuBird.365	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	90	BOLD:AAA8076	4/10/02	JABW
OahuBird.365	OTU253_suspect_mock_chimera	GS	100	BOLD:AAE5160.1	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	Harpalus rufipes	112	BOLD:AAE5160	4/10/02	JABW
OahuBird.365	OTU255_suspect_mock_chimera	US	0.9925	BOLD:ACN3922.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	193	BOLD:ACN3922	4/10/02	JABW
OahuBird.365	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	99	BOLD:AAO2061	4/10/02	JABW
OahuBird.365	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	284	BOLD:ACX7675	4/10/02	JABW
OahuBird.365	OTU270_suspect_mock_chimera	GS	100	BOLD:AAD3061.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea	Apamea plutonia	108	BOLD:AAD3061	4/10/02	JABW
OahuBird.365	OTU273_suspect_mock_chimera	US	0.9859	BOLD:ACW3302.1	Animalia	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	124	BOLD:ACW3302	4/10/02	JABW
OahuBird.365	OTU276_suspect_mock_chimera	GS	100	BOLD:AAN5877.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia immatura	111	BOLD:AAN5877	4/10/02	JABW
OahuBird.365	OTU363_suspect_mock_chimera	GS	100	BOLD:AAR7014.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Neurobathra	Neurobathra strigifinitella	113	BOLD:AAR7014	4/10/02	JABW
OahuBird.365	OTU367_suspect_mock_chimera	GS	100	BOLD:ACL8561.1	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	NA	NA	52	BOLD:ACL8561	4/10/02	JABW
OahuBird.365	OTU387_suspect_mock_chimera	GS	100	BOLD:ABW2812.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Ampedus	Ampedus melanotoides	87	BOLD:ABW2812	4/10/02	JABW
OahuBird.365	OTU394_suspect_mock_chimera	GS	100	BOLD:ACE7334.2	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Chrysops	Chrysops flavidus	111	BOLD:ACE7334	4/10/02	JABW
OahuBird.365	OTU408_suspect_mock_chimera	US	0.9803	BOLD:ACL8621.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	63	BOLD:ACL8621	4/10/02	JABW
OahuBird.365	OTU446_suspect_mock_chimera	US	0.9803	BOLD:ACC7701.1	Animalia	Arthropoda	Insecta	Orthoptera	NA	NA	NA	68	BOLD:ACC7701	4/10/02	JABW
OahuBird.365	OTU499_suspect_mock_chimera	GS	99.4	BOLD:AAD2665.4	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Philodromus	Philodromus praelustris	55	BOLD:AAD2665	4/10/02	JABW
OahuBird.365	OTU595_suspect_mock_chimera	GS	100	BOLD:AAH2908.1	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	Hydrochara obtusata	117	BOLD:AAH2908	4/10/02	JABW
OahuBird.365	OTU610_suspect_mock_chimera	US	0.9934	BOLD:AAB0385.2	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	53	BOLD:AAB0385	4/10/02	JABW
OahuBird.365	OTU611_suspect_mock_chimera	GS	99.4	BOLD:ABY9951.2	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	70	BOLD:ABY9951	4/10/02	JABW
OahuBird.365	OTU615_suspect_mock_chimera	GS	100	BOLD:AAB1584.1	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambus	Crambus albellus	68	BOLD:AAB1584	4/10/02	JABW
OahuBird.365	OTU62_suspect_mock_chimera	GS	99.4	BOLD:ACL8650.5	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Epiphragma	Epiphragma fasciapenne	375	BOLD:ACL8650	4/10/02	JABW
OahuBird.365	OTU668_suspect_mock_chimera	GS	100	BOLD:AAB1097.2	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Blastobasis	Blastobasis floridella	66	BOLD:AAB1097	4/10/02	JABW
OahuBird.365	OTU727_suspect_mock_chimera	GS	99.4	BOLD:AAG8581.1	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Hypatopa	Hypatopa vestaliella	74	BOLD:AAG8581	4/10/02	JABW
OahuBird.365	OTU824_suspect_mock_chimera	GS	100	BOLD:AAM7602.2	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	NA	NA	63	BOLD:AAM7602	4/10/02	JABW
OahuBird.365	OTU837_suspect_mock_chimera	US	1	BOLD:AAI4173.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	204	BOLD:AAI4173	4/10/02	JABW
OahuBird.365	OTU865_suspect_mock_variant	GS	100	BOLD:ACE4172.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Lithophane	Lithophane innominata	51	BOLD:ACE4172	4/10/02	JABW
OahuBird.365	OTU917_suspect_mock_chimera	SS	1	BOLD:ABW9945.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	128	BOLD:ABW9945	4/10/02	JABW
OahuBird.365	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	1110	BOLD:AAB5414	4/10/02	JABW
OahuBird.366	OTU485	US	1	BOLD:ACE2850.1	Animalia	Arthropoda	Collembola	Entomobryomorpha	NA	NA	NA	59	BOLD:ACE2850	3/21/02	RBLE
OahuBird.366	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	80	BOLD:ACQ6990	3/21/02	RBLE
OahuBird.366	OTU134_suspect_mock_chimera	GS	99.4	BOLD:AAF9055.2	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera septemtrionis	79	BOLD:AAF9055	3/21/02	RBLE
OahuBird.366	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	64	BOLD:ACA9904	3/21/02	RBLE
OahuBird.366	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	51	BOLD:AAH2433	3/21/02	RBLE
OahuBird.366	OTU157_suspect_mock_chimera	GS	100	BOLD:AAW2980.1	Animalia	Arthropoda	Arachnida	Araneae	Desidae	Badumna	Badumna longinqua	99	BOLD:AAW2980	3/21/02	RBLE
OahuBird.366	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	128	BOLD:AAB8595	3/21/02	RBLE
OahuBird.366	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	77	BOLD:AAO8357	3/21/02	RBLE
OahuBird.366	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	64	BOLD:AAI3614	3/21/02	RBLE
OahuBird.366	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	150	BOLD:AAK8834	3/21/02	RBLE
OahuBird.366	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	62	BOLD:AAC0442	3/21/02	RBLE
OahuBird.366	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	112	BOLD:AAA8076	3/21/02	RBLE
OahuBird.366	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	111	BOLD:ACX7675	3/21/02	RBLE
OahuBird.366	OTU276_suspect_mock_chimera	GS	100	BOLD:AAN5877.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia immatura	56	BOLD:AAN5877	3/21/02	RBLE
OahuBird.366	OTU288_suspect_mock_chimera	GS	100	BOLD:AAA3659.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis limitata	92	BOLD:AAA3659	3/21/02	RBLE
OahuBird.366	OTU837_suspect_mock_chimera	US	1	BOLD:AAI4173.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	90	BOLD:AAI4173	3/21/02	RBLE
OahuBird.366	OTU917_suspect_mock_chimera	SS	1	BOLD:ABW9945.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	51	BOLD:ABW9945	3/21/02	RBLE
OahuBird.366	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	180	BOLD:AAB5414	3/21/02	RBLE
OahuBird.368	OTU396	US	1	None	Animalia	Arthropoda	Hexanauplia	Harpacticoida	NA	NA	NA	133	None	3/22/02	RBLE
OahuBird.368	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	53	BOLD:ACA9904	3/22/02	RBLE
OahuBird.368	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	94	BOLD:AAO8357	3/22/02	RBLE
OahuBird.368	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	54	BOLD:AAC0442	3/22/02	RBLE
OahuBird.368	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	85	BOLD:AAA8076	3/22/02	RBLE
OahuBird.368	OTU597_suspect_mock_chimera	GS	99.4	BOLD:AAU7169.1	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	NA	52	BOLD:AAU7169	3/22/02	RBLE
OahuBird.368	OTU615_suspect_mock_chimera	GS	100	BOLD:AAB1584.1	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambus	Crambus albellus	95	BOLD:AAB1584	3/22/02	RBLE
OahuBird.368	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	134	BOLD:AAB5414	3/22/02	RBLE
OahuBird.369	OTU537	US	1	BOLD:AAZ5482.1	Animalia	Arthropoda	Arachnida	Araneae	NA	NA	NA	72	BOLD:AAZ5482	4/5/02	RBLE
OahuBird.369	OTU1268_suspect_mock_chimera	US	0.9885	BOLD:ACJ4367.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	74	BOLD:ACJ4367	4/5/02	RBLE
OahuBird.369	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	223	BOLD:ACQ6990	4/5/02	RBLE
OahuBird.369	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	97	BOLD:ACA9904	4/5/02	RBLE
OahuBird.369	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	117	BOLD:AAH2433	4/5/02	RBLE
OahuBird.369	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	132	BOLD:AAO8357	4/5/02	RBLE
OahuBird.369	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	160	BOLD:AAB6784	4/5/02	RBLE
OahuBird.369	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	126	BOLD:AAB8595	4/5/02	RBLE
OahuBird.369	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	175	BOLD:AAO8357	4/5/02	RBLE
OahuBird.369	OTU189_suspect_mock_chimera	GS	100	BOLD:ABW5810.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Euphylidorea	Euphylidorea luteola	75	BOLD:ABW5810	4/5/02	RBLE
OahuBird.369	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	80	BOLD:AAK8834	4/5/02	RBLE
OahuBird.369	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	60	BOLD:AAG3622	4/5/02	RBLE
OahuBird.369	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	72	BOLD:AAC0442	4/5/02	RBLE
OahuBird.369	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	81	BOLD:AAO2061	4/5/02	RBLE
OahuBird.369	OTU288_suspect_mock_chimera	GS	100	BOLD:AAA3659.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis limitata	55	BOLD:AAA3659	4/5/02	RBLE
OahuBird.369	OTU421_suspect_mock_chimera	GS	98.3	BOLD:AAM8018.1	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	NA	NA	57	BOLD:AAM8018	4/5/02	RBLE
OahuBird.369	OTU505_suspect_mock_chimera	GS	100	BOLD:ABW2631.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Caloptilia	Caloptilia bimaculatella	59	BOLD:ABW2631	4/5/02	RBLE
OahuBird.369	OTU528_suspect_mock_chimera	GS	100	BOLD:AAA6292.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cnephasia	Cnephasia stephensiana	59	BOLD:AAA6292	4/5/02	RBLE
OahuBird.369	OTU604_suspect_mock_chimera	GS	100	BOLD:AAI3230.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	64	BOLD:AAI3230	4/5/02	RBLE
OahuBird.369	OTU618_suspect_mock_chimera	US	0.9963	BOLD:AAM8021.1	Animalia	Arthropoda	Arachnida	Mesostigmata	NA	NA	NA	61	BOLD:AAM8021	4/5/02	RBLE
OahuBird.369	OTU837_suspect_mock_chimera	US	1	BOLD:AAI4173.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	59	BOLD:AAI4173	4/5/02	RBLE
OahuBird.369	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	288	BOLD:AAB5414	4/5/02	RBLE
OahuBird.369	OTU988_suspect_mock_chimera	GS	99.4	BOLD:AAY9592.1	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Phyllophaga	Phyllophaga crenulata	63	BOLD:AAY9592	4/5/02	RBLE
OahuBird.371	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	112	BOLD:ACQ6990	4/16/02	RBLE
OahuBird.371	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	88	BOLD:ACA9904	4/16/02	RBLE
OahuBird.371	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	126	BOLD:AAB6784	4/16/02	RBLE
OahuBird.371	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	62	BOLD:AAO8357	4/16/02	RBLE
OahuBird.371	OTU197_suspect_mock_chimera	GS	100	BOLD:ABY0004.3	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	65	BOLD:ABY0004	4/16/02	RBLE
OahuBird.371	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	101	BOLD:AAK8834	4/16/02	RBLE
OahuBird.371	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	59	BOLD:AAG3622	4/16/02	RBLE
OahuBird.371	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	71	BOLD:ACX7675	4/16/02	RBLE
OahuBird.371	OTU504_suspect_mock_chimera	GS	100	BOLD:AAA8620.3	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Euclea	Euclea delphinii	51	BOLD:AAA8620	4/16/02	RBLE
OahuBird.371	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	230	BOLD:AAB5414	4/16/02	RBLE
OahuBird.372	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	76	BOLD:ACQ6990	4/6/02	RBLE
OahuBird.372	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	65	BOLD:ACA9904	4/6/02	RBLE
OahuBird.372	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	99	BOLD:AAB8595	4/6/02	RBLE
OahuBird.372	OTU312_suspect_mock_chimera	GS	100	BOLD:AAC2533.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutes	Olethreutes fasciatana	56	BOLD:AAC2533	4/6/02	RBLE
OahuBird.372	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	206	BOLD:AAB5414	4/6/02	RBLE
OahuBird.373	OTU485	US	1	BOLD:ACE2850.1	Animalia	Arthropoda	Collembola	Entomobryomorpha	NA	NA	NA	62	BOLD:ACE2850	3/21/02	RBLE
OahuBird.373	OTU506	GS	98.9	BOLD:AAO8154.1	Animalia	Arthropoda	Insecta	Hemiptera	NA	NA	NA	182	BOLD:AAO8154	3/21/02	RBLE
OahuBird.373	OTU537	US	1	BOLD:AAZ5482.1	Animalia	Arthropoda	Arachnida	Araneae	NA	NA	NA	131	BOLD:AAZ5482	3/21/02	RBLE
OahuBird.373	OTU548	US	0.9916	BOLD:ACX1773.1	Animalia	Arthropoda	Malacostraca	Stomatopoda	NA	NA	NA	173	BOLD:ACX1773	3/21/02	RBLE
OahuBird.373	OTU598	GS	100	BOLD:AAA2326.1	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera	68	BOLD:AAA2326	3/21/02	RBLE
OahuBird.373	OTU1003_suspect_mock_chimera	GS	99.4	BOLD:AAB1328.1	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Macrochilo	Macrochilo orciferalis	70	BOLD:AAB1328	3/21/02	RBLE
OahuBird.373	OTU108_suspect_mock_variant	GS	100	BOLD:AAC6357.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Xenolechia	Xenolechia ontariensis	96	BOLD:AAC6357	3/21/02	RBLE
OahuBird.373	OTU1168_suspect_mock_chimera	GS	97.8	BOLD:ACL4195.1	Animalia	Arthropoda	Insecta	Hymenoptera	Braconidae	NA	NA	68	BOLD:ACL4195	3/21/02	RBLE
