SampleID	OTUid	TaxMethod	AlignScore	BOLDid	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	CountReads	BOLDalt	DateSampled	BirdSpecies
OahuBird.324	OTU394_suspect_mock_chimera	GS	100	BOLD:ACE7334.2	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Chrysops	Chrysops flavidus	142	BOLD:ACE7334		RBLE
OahuBird.324	OTU408_suspect_mock_chimera	US	0.9803	BOLD:ACL8621.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	76	BOLD:ACL8621		RBLE
OahuBird.324	OTU421_suspect_mock_chimera	GS	98.3	BOLD:AAM8018.1	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	NA	NA	97	BOLD:AAM8018		RBLE
OahuBird.324	OTU422_suspect_mock_chimera	GS	100	BOLD:ACE4466.2	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	Pococera	Pococera expandens	113	BOLD:ACE4466		RBLE
OahuBird.324	OTU444_suspect_mock_chimera	GS	100	BOLD:AAB0124.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis pettitana	55	BOLD:AAB0124		RBLE
OahuBird.324	OTU448_suspect_mock_variant	GS	100	BOLD:ABY9168.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis peritana	82	BOLD:ABY9168		RBLE
OahuBird.324	OTU456_suspect_mock_chimera	GS	100	BOLD:AAH4943.1	Animalia	Arthropoda	Insecta	Lepidoptera	Autostichidae	Glyphidocera	Glyphidocera septentrionella	76	BOLD:AAH4943		RBLE
OahuBird.324	OTU468_suspect_mock_chimera	GS	100	BOLD:AAE7137.4	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Glauce	Glauce pectenalaeella	114	BOLD:AAE7137		RBLE
OahuBird.324	OTU478_suspect_mock_chimera	GS	99.4	BOLD:AAI9560.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeris	Dichomeris furia	196	BOLD:AAI9560		RBLE
OahuBird.324	OTU479_suspect_mock_variant	GS	100	BOLD:AAC3643.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Eumorpha	Eumorpha pandorus	81	BOLD:AAC3643		RBLE
OahuBird.324	OTU497_suspect_mock_variant	GS	100	BOLD:AAC9531.3	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantator	56	BOLD:AAC9531		RBLE
OahuBird.324	OTU502_suspect_mock_chimera	GS	100	BOLD:AAB6961.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Larisa	Larisa subsolana	74	BOLD:AAB6961		RBLE
OahuBird.324	OTU504_suspect_mock_chimera	GS	100	BOLD:AAA8620.3	Animalia	Arthropoda	Insecta	Lepidoptera	Limacodidae	Euclea	Euclea delphinii	67	BOLD:AAA8620		RBLE
OahuBird.324	OTU505_suspect_mock_chimera	GS	100	BOLD:ABW2631.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Caloptilia	Caloptilia bimaculatella	80	BOLD:ABW2631		RBLE
OahuBird.324	OTU510_suspect_mock_chimera	GS	100	BOLD:AAC7542.1	Animalia	Arthropoda	Insecta	Lepidoptera	Autostichidae	Taygete	Taygete attributella	91	BOLD:AAC7542		RBLE
OahuBird.324	OTU528_suspect_mock_chimera	GS	100	BOLD:AAA6292.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cnephasia	Cnephasia stephensiana	97	BOLD:AAA6292		RBLE
OahuBird.324	OTU558_suspect_mock_chimera	US	0.9916	BOLD:ACL5453.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	79	BOLD:ACL5453		RBLE
OahuBird.324	OTU609_suspect_mock_chimera	GS	100	BOLD:AAB7923.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis diluticostana	107	BOLD:AAB7923		RBLE
OahuBird.324	OTU624_suspect_mock_variant	GS	100	BOLD:AAA2144.2	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia c-nigrum	98	BOLD:AAA2144		RBLE
OahuBird.324	OTU62_suspect_mock_chimera	GS	99.4	BOLD:ACL8650.5	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Epiphragma	Epiphragma fasciapenne	29204	BOLD:ACL8650		RBLE
OahuBird.324	OTU637_suspect_mock_chimera	SS	0.99	BOLD:ACN5899.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	61	BOLD:ACN5899		RBLE
OahuBird.324	OTU644_suspect_mock_variant	GS	100	BOLD:AAA5620.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis melaleucanus	71	BOLD:AAA5620		RBLE
OahuBird.324	OTU682_suspect_mock_chimera	GS	100	BOLD:ACA4062.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	58	BOLD:ACA4062		RBLE
OahuBird.324	OTU689_suspect_mock_chimera	GS	99.4	BOLD:AAJ9523.2	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Astylopsis	Astylopsis sexguttata	126	BOLD:AAJ9523		RBLE
OahuBird.324	OTU738_suspect_mock_chimera	GS	100	BOLD:ACR3763.3	Animalia	Arthropoda	Insecta	Coleoptera	Ptilodactylidae	Ptilodactyla	Ptilodactyla serricollis	61	BOLD:ACR3763		RBLE
OahuBird.324	OTU767_suspect_mock_chimera	GS	100	BOLD:ACS9826.1	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Monochamus	Monochamus notatus	94	BOLD:ACS9826		RBLE
OahuBird.324	OTU830_suspect_mock_chimera	US	0.9859	BOLD:AAP7039.9	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	79	BOLD:AAP7039		RBLE
OahuBird.324	OTU835_suspect_mock_chimera	GS	99.4	BOLD:AAC5929.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Bryotropha	Bryotropha gemella	54	BOLD:AAC5929		RBLE
OahuBird.324	OTU837_suspect_mock_chimera	US	1	BOLD:AAI4173.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	415	BOLD:AAI4173		RBLE
OahuBird.324	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	1083	BOLD:AAB5414		RBLE
OahuBird.325	OTU506	GS	98.9	BOLD:AAO8154.1	Animalia	Arthropoda	Insecta	Hemiptera	NA	NA	NA	54	BOLD:AAO8154	7/16/03	RBLE
OahuBird.325	OTU108_suspect_mock_variant	GS	100	BOLD:AAC6357.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Xenolechia	Xenolechia ontariensis	51	BOLD:AAC6357	7/16/03	RBLE
OahuBird.325	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	283	BOLD:ACQ6990	7/16/03	RBLE
OahuBird.325	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	186	BOLD:ACA9904	7/16/03	RBLE
OahuBird.325	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	85	BOLD:AAH2433	7/16/03	RBLE
OahuBird.325	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	56	BOLD:AAO8357	7/16/03	RBLE
OahuBird.325	OTU1780_suspect_mock_chimera	GS	99.4	BOLD:ABZ7519.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xylena	Xylena cineritia	61	BOLD:ABZ7519	7/16/03	RBLE
OahuBird.325	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	73	BOLD:AAB8595	7/16/03	RBLE
OahuBird.325	OTU192_suspect_mock_chimera	GS	100	BOLD:AAB0300.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinx	Sphinx kalmiae	126	BOLD:AAB0300	7/16/03	RBLE
OahuBird.325	OTU197_suspect_mock_chimera	GS	100	BOLD:ABY0004.3	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	62	BOLD:ABY0004	7/16/03	RBLE
OahuBird.325	OTU1990_suspect_mock_chimera	GS	97.2	BOLD:AAM7760.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	85	BOLD:AAM7760	7/16/03	RBLE
OahuBird.325	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	93	BOLD:AAI3614	7/16/03	RBLE
OahuBird.325	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	153	BOLD:AAG3622	7/16/03	RBLE
OahuBird.325	OTU253_suspect_mock_chimera	GS	100	BOLD:AAE5160.1	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	Harpalus rufipes	63	BOLD:AAE5160	7/16/03	RBLE
OahuBird.325	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	199	BOLD:ACX7675	7/16/03	RBLE
OahuBird.325	OTU262_suspect_mock_chimera	GS	100	BOLD:AAA5485.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	56	BOLD:AAA5485	7/16/03	RBLE
OahuBird.325	OTU276_suspect_mock_chimera	GS	100	BOLD:AAN5877.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia immatura	81	BOLD:AAN5877	7/16/03	RBLE
OahuBird.325	OTU288_suspect_mock_chimera	GS	100	BOLD:AAA3659.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis limitata	65	BOLD:AAA3659	7/16/03	RBLE
OahuBird.325	OTU350_suspect_mock_chimera	GS	100	BOLD:AAV1814.3	Animalia	Arthropoda	Insecta	Diptera	Pediciidae	Ula	Ula sylvatica	62	BOLD:AAV1814	7/16/03	RBLE
OahuBird.325	OTU377_suspect_mock_chimera	GS	99.4	BOLD:AAA5486.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma ochroterminana	60	BOLD:AAA5486	7/16/03	RBLE
OahuBird.325	OTU406_suspect_mock_chimera	GS	100	BOLD:AAN5406.1	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Bellardia	Bellardia vulgaris	70	BOLD:AAN5406	7/16/03	RBLE
OahuBird.325	OTU448_suspect_mock_variant	GS	100	BOLD:ABY9168.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis peritana	61	BOLD:ABY9168	7/16/03	RBLE
OahuBird.325	OTU60_suspect_mock_chimera	SS	1	BOLD:AAA0831.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	19700	BOLD:AAA0831	7/16/03	RBLE
OahuBird.325	OTU62_suspect_mock_chimera	GS	99.4	BOLD:ACL8650.5	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Epiphragma	Epiphragma fasciapenne	1043	BOLD:ACL8650	7/16/03	RBLE
OahuBird.325	OTU754_suspect_mock_chimera	GS	100	BOLD:AAN6122.1	Animalia	Arthropoda	Insecta	Coleoptera	Heteroceridae	NA	NA	59	BOLD:AAN6122	7/16/03	RBLE
OahuBird.325	OTU843_suspect_mock_chimera	GS	100	BOLD:AAF9306.6	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Psychoda	Psychoda alternata	53	BOLD:AAF9306	7/16/03	RBLE
OahuBird.325	OTU955_suspect_mock_chimera	SS	1	BOLD:AAA1126.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	61	BOLD:AAA1126	7/16/03	RBLE
OahuBird.325	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	256	BOLD:AAB5414	7/16/03	RBLE
OahuBird.326	OTU1644	US	0.9881	BOLD:ACA7482.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	59	BOLD:ACA7482	7/14/03	JAWE
OahuBird.326	OTU108_suspect_mock_variant	GS	100	BOLD:AAC6357.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Xenolechia	Xenolechia ontariensis	144	BOLD:AAC6357	7/14/03	JAWE
OahuBird.326	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	102	BOLD:ACQ6990	7/14/03	JAWE
OahuBird.326	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	286	BOLD:ACA9904	7/14/03	JAWE
OahuBird.326	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	65	BOLD:AAH2433	7/14/03	JAWE
OahuBird.326	OTU1632_suspect_mock_chimera	GS	99.4	BOLD:AAA3564.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis persicana	86	BOLD:AAA3564	7/14/03	JAWE
OahuBird.326	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	278	BOLD:AAO8357	7/14/03	JAWE
OahuBird.326	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	137	BOLD:AAB6784	7/14/03	JAWE
OahuBird.326	OTU174_suspect_mock_chimera	GS	100	BOLD:AAA3067.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucopina	Eucopina cocana	69	BOLD:AAA3067	7/14/03	JAWE
OahuBird.326	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	142	BOLD:AAB8595	7/14/03	JAWE
OahuBird.326	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	128	BOLD:AAO8357	7/14/03	JAWE
OahuBird.326	OTU189_suspect_mock_chimera	GS	100	BOLD:ABW5810.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Euphylidorea	Euphylidorea luteola	107	BOLD:ABW5810	7/14/03	JAWE
OahuBird.326	OTU192_suspect_mock_chimera	GS	100	BOLD:AAB0300.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinx	Sphinx kalmiae	179	BOLD:AAB0300	7/14/03	JAWE
OahuBird.326	OTU197_suspect_mock_chimera	GS	100	BOLD:ABY0004.3	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	64	BOLD:ABY0004	7/14/03	JAWE
OahuBird.326	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	117	BOLD:AAI3614	7/14/03	JAWE
OahuBird.326	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	54	BOLD:AAK8834	7/14/03	JAWE
OahuBird.326	OTU209_suspect_mock_chimera	GS	100	BOLD:ACU1373.1	Animalia	Arthropoda	Insecta	Coleoptera	Psephenidae	Ectopria	Ectopria thoracica	105	BOLD:ACU1373	7/14/03	JAWE
OahuBird.326	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	149	BOLD:AAG3622	7/14/03	JAWE
OahuBird.326	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	95	BOLD:AAC0442	7/14/03	JAWE
OahuBird.326	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	68	BOLD:AAA8076	7/14/03	JAWE
OahuBird.326	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	165	BOLD:AAO2061	7/14/03	JAWE
OahuBird.326	OTU262_suspect_mock_chimera	GS	100	BOLD:AAA5485.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	102	BOLD:AAA5485	7/14/03	JAWE
OahuBird.326	OTU270_suspect_mock_chimera	GS	100	BOLD:AAD3061.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea	Apamea plutonia	73	BOLD:AAD3061	7/14/03	JAWE
OahuBird.326	OTU273_suspect_mock_chimera	US	0.9859	BOLD:ACW3302.1	Animalia	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	165	BOLD:ACW3302	7/14/03	JAWE
OahuBird.326	OTU288_suspect_mock_chimera	GS	100	BOLD:AAA3659.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis limitata	60	BOLD:AAA3659	7/14/03	JAWE
OahuBird.326	OTU316_suspect_mock_chimera	GS	98.9	BOLD:ACD9137.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Megamelus	Megamelus inflatus	60	BOLD:ACD9137	7/14/03	JAWE
OahuBird.326	OTU363_suspect_mock_chimera	GS	100	BOLD:AAR7014.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Neurobathra	Neurobathra strigifinitella	58	BOLD:AAR7014	7/14/03	JAWE
OahuBird.326	OTU377_suspect_mock_chimera	GS	99.4	BOLD:AAA5486.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma ochroterminana	70	BOLD:AAA5486	7/14/03	JAWE
OahuBird.326	OTU380_suspect_mock_chimera	GS	100	BOLD:AAA4417.1	Animalia	Arthropoda	Insecta	Lepidoptera	Depressariidae	Bibarrambla	Bibarrambla allenella	86	BOLD:AAA4417	7/14/03	JAWE
OahuBird.326	OTU399_suspect_mock_chimera	GS	100	BOLD:AAH2428.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous brightwelli	101	BOLD:AAH2428	7/14/03	JAWE
OahuBird.326	OTU422_suspect_mock_chimera	GS	100	BOLD:ACE4466.2	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	Pococera	Pococera expandens	131	BOLD:ACE4466	7/14/03	JAWE
OahuBird.326	OTU444_suspect_mock_chimera	GS	100	BOLD:AAB0124.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis pettitana	127	BOLD:AAB0124	7/14/03	JAWE
OahuBird.326	OTU448_suspect_mock_variant	GS	100	BOLD:ABY9168.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis peritana	82	BOLD:ABY9168	7/14/03	JAWE
OahuBird.326	OTU478_suspect_mock_chimera	GS	99.4	BOLD:AAI9560.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeris	Dichomeris furia	99	BOLD:AAI9560	7/14/03	JAWE
OahuBird.326	OTU479_suspect_mock_variant	GS	100	BOLD:AAC3643.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Eumorpha	Eumorpha pandorus	100	BOLD:AAC3643	7/14/03	JAWE
OahuBird.326	OTU502_suspect_mock_chimera	GS	100	BOLD:AAB6961.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Larisa	Larisa subsolana	124	BOLD:AAB6961	7/14/03	JAWE
OahuBird.326	OTU595_suspect_mock_chimera	GS	100	BOLD:AAH2908.1	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	Hydrochara obtusata	98	BOLD:AAH2908	7/14/03	JAWE
OahuBird.326	OTU604_suspect_mock_chimera	GS	100	BOLD:AAI3230.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	77	BOLD:AAI3230	7/14/03	JAWE
OahuBird.326	OTU615_suspect_mock_chimera	GS	100	BOLD:AAB1584.1	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambus	Crambus albellus	77	BOLD:AAB1584	7/14/03	JAWE
OahuBird.326	OTU62_suspect_mock_chimera	GS	99.4	BOLD:ACL8650.5	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Epiphragma	Epiphragma fasciapenne	1703	BOLD:ACL8650	7/14/03	JAWE
OahuBird.326	OTU705_suspect_mock_chimera	GS	100	BOLD:AAB1539.1	Animalia	Arthropoda	Insecta	Lepidoptera	Depressariidae	Semioscopis	Semioscopis packardella	58	BOLD:AAB1539	7/14/03	JAWE
OahuBird.326	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	187	BOLD:AAB5414	7/14/03	JAWE
OahuBird.327	OTU506	GS	98.9	BOLD:AAO8154.1	Animalia	Arthropoda	Insecta	Hemiptera	NA	NA	NA	60	BOLD:AAO8154	3/14/03	JABW
OahuBird.327	OTU1100_suspect_mock_chimera	GS	99.4	BOLD:AAA5207.1	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Sicya	Sicya macularia	54	BOLD:AAA5207	3/14/03	JABW
OahuBird.327	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	456	BOLD:ACQ6990	3/14/03	JABW
OahuBird.327	OTU134_suspect_mock_chimera	GS	99.4	BOLD:AAF9055.2	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera septemtrionis	76	BOLD:AAF9055	3/14/03	JABW
OahuBird.327	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	107	BOLD:ACA9904	3/14/03	JABW
OahuBird.327	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	106	BOLD:AAH2433	3/14/03	JABW
OahuBird.327	OTU1632_suspect_mock_chimera	GS	99.4	BOLD:AAA3564.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis persicana	70	BOLD:AAA3564	3/14/03	JABW
OahuBird.327	OTU1663_suspect_mock_chimera	SS	1	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	54	BOLD:AAO8357	3/14/03	JABW
OahuBird.327	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	84	BOLD:AAB6784	3/14/03	JABW
OahuBird.327	OTU174_suspect_mock_chimera	GS	100	BOLD:AAA3067.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucopina	Eucopina cocana	92	BOLD:AAA3067	3/14/03	JABW
OahuBird.327	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	140	BOLD:AAB8595	3/14/03	JABW
OahuBird.327	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	77	BOLD:AAO8357	3/14/03	JABW
OahuBird.327	OTU189_suspect_mock_chimera	GS	100	BOLD:ABW5810.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Euphylidorea	Euphylidorea luteola	105	BOLD:ABW5810	3/14/03	JABW
OahuBird.327	OTU192_suspect_mock_chimera	GS	100	BOLD:AAB0300.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinx	Sphinx kalmiae	134	BOLD:AAB0300	3/14/03	JABW
OahuBird.327	OTU1990_suspect_mock_chimera	GS	97.2	BOLD:AAM7760.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	70	BOLD:AAM7760	3/14/03	JABW
OahuBird.327	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	64	BOLD:AAK8834	3/14/03	JABW
OahuBird.327	OTU209_suspect_mock_chimera	GS	100	BOLD:ACU1373.1	Animalia	Arthropoda	Insecta	Coleoptera	Psephenidae	Ectopria	Ectopria thoracica	95	BOLD:ACU1373	3/14/03	JABW
OahuBird.327	OTU212_suspect_mock_chimera	GS	99.4	BOLD:AAB0224.1	Animalia	Arthropoda	Insecta	Lepidoptera	Yponomeutidae	Swammerdamia	Swammerdamia caesiella	62	BOLD:AAB0224	3/14/03	JABW
OahuBird.327	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	171	BOLD:AAG3622	3/14/03	JABW
OahuBird.327	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	95	BOLD:AAC0442	3/14/03	JABW
OahuBird.327	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	313	BOLD:AAA8076	3/14/03	JABW
OahuBird.327	OTU253_suspect_mock_chimera	GS	100	BOLD:AAE5160.1	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	Harpalus rufipes	70	BOLD:AAE5160	3/14/03	JABW
OahuBird.327	OTU255_suspect_mock_chimera	US	0.9925	BOLD:ACN3922.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	66	BOLD:ACN3922	3/14/03	JABW
OahuBird.327	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	102	BOLD:AAO2061	3/14/03	JABW
OahuBird.327	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	95	BOLD:ACX7675	3/14/03	JABW
OahuBird.327	OTU262_suspect_mock_chimera	GS	100	BOLD:AAA5485.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	195	BOLD:AAA5485	3/14/03	JABW
