SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,Location,CollectDate,WeekOfYear,onclick
rut16-1427,OTU79,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE2171
rut16-1427,OTU119,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1427,OTU134,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX3627
rut16-1427,OTU212,GS,100.0,BOLD:AAA6614.4,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6614
rut16-1427,OTU231,GS,100.0,BOLD:AAB3054.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylis,Cochylis hospes,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB3054
rut16-1427,OTU241,GS,100.0,BOLD:AAK0583.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK0583
rut16-1427,OTU375,GS,100.0,BOLD:AAB1667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB1667
rut16-1427,OTU380,GS,100.0,BOLD:AAF7101.4,Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia canicularis,RK,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF7101
rut16-1428,OTU303,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,RK,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ1624
rut16-1428,OTU321,GS,99.4,BOLD:ABX5888.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula abdominalis,RK,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX5888
rut16-1429,OTU51,GS,100.0,BOLD:AAB4640.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,Eupsilia vinulenta,JH,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4640
rut16-1429,OTU82,GS,99.4,BOLD:ACB0856.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus hyslopi,JH,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACB0856
rut16-1430,OTU23,GS,100.0,BOLD:AAP4829.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Chrysoexorista,NA,JH,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAP4829
rut16-1430,OTU398,GS,100.0,BOLD:AAB0917.3,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias,Actias luna,JH,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB0917
rut16-1431,OTU96,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,JH,5/20/16,21,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO2062
rut16-1433,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,JH,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1433,OTU96,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,JH,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO2062
rut16-1433,OTU232,GS,98.9,BOLD:AAA4439.3,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes obscurusella,JH,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4439
rut16-1434,OTU40,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,JH,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3593
rut16-1434,OTU213,GS,99.4,BOLD:ABZ7368.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,JH,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ7368
rut16-1435,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,JH,7/16/16,29,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1436,OTU40,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,JH,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3593
rut16-1436,OTU101,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JH,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ8629
rut16-1436,OTU134,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,JH,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX3627
rut16-1436,OTU261,GS,100.0,BOLD:ACE9668.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Enicospilus,NA,JH,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE9668
rut16-1437,OTU82,GS,99.4,BOLD:ACB0856.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus hyslopi,JH,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACB0856
rut16-1437,OTU96,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,JH,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO2062
rut16-1437,OTU101,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JH,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ8629
rut16-1437,OTU211,GS,97.8,BOLD:AAE0707.12,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,Microtendipes pedellus,JH,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE0707.
rut16-1438,OTU41,GS,100.0,BOLD:AAO3940.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO3940
rut16-1438,OTU79,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE2171
rut16-1438,OTU89,GS,100.0,BOLD:AAA3680.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche morosa,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3680
rut16-1438,OTU101,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ8629
rut16-1438,OTU135,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA7515
rut16-1438,OTU136,US,0.9885,BOLD:ACO0742.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACO0742
rut16-1438,OTU169,GS,99.4,BOLD:AAG5478.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG5478
rut16-1438,OTU172,GS,100.0,BOLD:AAC3054.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3054
rut16-1438,OTU181,GS,100.0,BOLD:AAA8210.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8210
rut16-1438,OTU262,GS,99.4,BOLD:ABA5202.4,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1438,OTU278,GS,100.0,BOLD:ABA5203.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia frontalis,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5203
rut16-1438,OTU298,GSL,98.9,BOLD:ACF0083.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACF0083
rut16-1438,OTU349,GS,100.0,BOLD:AAA8525.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra pyramidoides,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8525
rut16-1438,OTU350,GS,100.0,BOLD:ACX4440.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACX4440
rut16-1438,OTU390,GS,99.4,BOLD:AAJ5015.1,Animalia,Arthropoda,Insecta,Hemiptera,Acanaloniidae,Acanalonia,Acanalonia conica,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ5015
rut16-1438,OTU419,GS,98.9,BOLD:ABW6191.1,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW6191
rut16-1438,OTU435,US,0.9916,BOLD:AAG5473.27,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,JH,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG5473.
rut16-1439,OTU59,GS,100.0,BOLD:AAE2703.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Chymomyza,Chymomyza amoena,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE2703
rut16-1439,OTU72,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1439,OTU135,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA7515
rut16-1439,OTU140,SS,1.0000,BOLD:ACL5844.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Aturidae,Albia,NA,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACL5844
rut16-1439,OTU164,GS,98.3,BOLD:ACA6708.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA6708
rut16-1439,OTU172,GS,100.0,BOLD:AAC3054.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3054
rut16-1439,OTU178,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5879
rut16-1439,OTU226,GS,100.0,BOLD:AAA2229.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia concisa,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2229
rut16-1439,OTU381,GS,100.0,BOLD:AAE7788.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex salinarius,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7788
rut16-1439,OTU396,SS,0.9500,BOLD:ACW5735.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,NA,NA,JH,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACW5735
rut16-1440,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,JH,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1441,OTU97,GS,100.0,BOLD:AAC0360.1,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Agrypnia,Agrypnia vestita,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0360
rut16-1441,OTU139,GS,100.0,BOLD:ABX6346.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,NA,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX6346
rut16-1441,OTU202,GS,100.0,BOLD:AAA3080.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus submonilifer,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3080
rut16-1441,OTU240,GS,100.0,BOLD:AAG0893.1,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Micromus,Micromus subanticus,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0893
rut16-1441,OTU307,US,0.9967,BOLD:AAL6280.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAL6280
rut16-1441,OTU346,GS,99.4,BOLD:ABA5086.1,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana gladia,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5086
rut16-1441,OTU494,GS,98.9,BOLD:AAG2878.6,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,JH,9/28/16,40,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG2878
rut16-1442,OTU3,GS,100.0,BOLD:AAG7013.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG7013
rut16-1442,OTU39,GS,100.0,BOLD:AAZ5968.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAZ5968
rut16-1442,OTU46,GS,99.4,BOLD:ACA9751.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus forcipulus,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA9751
rut16-1442,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1442,OTU112,GS,100.0,BOLD:AAD6381.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis amica,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD6381
rut16-1442,OTU162,GS,100.0,BOLD:AAF9305.4,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,Clogmia albipunctata,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9305
rut16-1442,OTU164,GS,98.3,BOLD:ACA6708.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA6708
rut16-1442,OTU172,GS,100.0,BOLD:AAC3054.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3054
rut16-1442,OTU192,GS,100.0,BOLD:AAF0929.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,NA,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF0929
rut16-1442,OTU244,GS,100.0,BOLD:AAH0144.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus similis,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH0144
rut16-1442,OTU307,US,0.9967,BOLD:AAL6280.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAL6280
rut16-1442,OTU353,GS,97.8,BOLD:AAA4751.2,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus,JH,10/11/16,42,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4751
rut16-1444,OTU35,GS,100.0,BOLD:AAF3428.4,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus similis,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF3428
rut16-1444,OTU123,US,1.0000,BOLD:ABW8631.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW8631
rut16-1444,OTU178,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5879
rut16-1444,OTU228,GS,99.4,BOLD:AAA2527.6,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche slossonae,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2527
rut16-1444,OTU252,GS,98.9,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3145
rut16-1444,OTU327,GS,100.0,BOLD:AAB0282.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,NA,NA,BB,5/27/16,22,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB0282
rut16-1445,OTU144,GS,100.0,BOLD:AAD4355.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes provocans,SP,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD4355
rut16-1445,OTU175,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SP,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1445,OTU210,US,0.9844,BOLD:ABA5862.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,SP,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5862
rut16-1445,OTU425,SS,0.9900,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SP,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1446,OTU40,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,SP,5/10/16,20,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3593
rut16-1446,OTU392,GS,100.0,BOLD:AAE2886.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Therion,Therion circumflexum,SP,5/10/16,20,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE2886
rut16-1446,OTU402,GS,100.0,BOLD:AAF9772.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,NA,SP,5/10/16,20,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9772
rut16-1448,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,SP,6/11/16,24,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1448,OTU252,GS,98.9,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,SP,6/11/16,24,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3145
rut16-1450,OTU122,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,SP,7/6/16,28,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB7261
rut16-1450,OTU279,GS,97.8,BOLD:AAC5262.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Praxis,Praxis aterrima,SP,7/6/16,28,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC5262
rut16-1451,OTU72,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1451,OTU77,GS,99.4,BOLD:ABV9305.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV9305
rut16-1451,OTU110,GS,100.0,BOLD:AAH2373.4,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,Hemicrepidius memnonius,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH2373
rut16-1451,OTU119,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1451,OTU247,US,0.9916,BOLD:AAL9551.4,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAL9551
rut16-1451,OTU294,SS,0.8200,BOLD:AAG0758.1,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1451,OTU322,US,0.9844,BOLD:AAG0758.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1451,OTU384,GS,97.8,BOLD:AAX7307.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Elater,Elater abruptus,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAX7307
rut16-1451,OTU445,US,0.9860,BOLD:AAG0758.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1451,OTU454,GS,99.4,BOLD:AAA4277.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus marginatus,SP,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4277
rut16-1452,OTU40,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,AK,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3593
rut16-1452,OTU72,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,AK,4/26/16,18,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
