CommonName,LinneanName,Database
White garden snail,Theba pisana,Perdue
White knapweed; Diffuse knapweed,Centaurea diffusa,Perdue
White peach scale,Pseudaulacaspis pentagona,Perdue
White-winged gypsy moth,Lymantria postalba,Perdue
Whitefringed weevil,Naupactus leucoloma,Perdue
Whitespotted sawyer,Monochamus scutellatus,Perdue
Wild parsnip,Pastinaca sativa,Perdue
Wingless weevil,Otiorhynchus dieckmanni,Perdue
Winter moth,Operophtera brumata,Perdue
Wireworm,Agriotes sputator,Perdue
Wireworm,Agriotes ustulatus,Perdue
Woolly waterlily,Philydrum lanuginosum,Perdue
Wrinkled snail,Candidula intersecta,Perdue
Yellow (White) sweet clover,Melilotus officinalis (alba),Perdue
Yellow crazy ant,Anoplolepis gracilipes,Perdue
Yellow fieldcress,Rorippa sylvestris,Perdue
Yellow flag Iris,Iris pseudocorus,Perdue
Yellow floating heart,Nymphoides peltata,Perdue
Yellow peach moth; Castor capsule borer,Conogethes punctiferalis,Perdue
Yellow starthistle,Centaurea solstitialis,Perdue
Yellow toadflax,Linaria vulgaris,Perdue
Yellow witchweed,Alectra vogelii,Perdue
Zebra mussel,Dreissena polymorpha,Perdue
Zimmerman pine moth,Dioryctria zimmermani,Perdue
